"SubjectCode","CourseNumber","CourseUniqueId","CLODescription","ProcessDate","TermCode","SortOrder"
"EDU","222","112678EDU","4172.3.Describe the Individualized Education Plan (IEP) and other parent, family, and social support systems. (II)","2023-11-29","4236","3"
"EDU","222","112678EDU","4172.4.Describe the Individual Family Services Plan (IFSP) and other parent, family, and social support systems. (II)","2023-11-29","4236","4"
"EDU","222","112678EDU","4172.5.Describe educational adaptations for the exceptional learner. (II, XI)","2023-11-29","4236","5"
"EDU","222","112678EDU","4172.6.Describe educational considerations for children with intellectual disabilities and developmental disabilities and those with emotional and behavior disorders. (III-IV)","2023-11-29","4236","6"
"EDU","222","112678EDU","4172.7.Identify and explain factors to consider in defining and diagnosing learning disabilities. (V)","2023-11-29","4236","7"
"EDU","222","112678EDU","4172.8.Compare and contrast language and speech disorders. (VI)","2023-11-29","4236","8"
"EDU","222","112678EDU","4172.9.Analyze the controversy over the use of assistive technology and augmentative communication devices for children with language and speech disorders and for children with hearing or visual impairments. (VI, VII, VIII)","2023-11-29","4236","9"
"EDU","222","112678EDU","4172.10.Compare neurological impairment, musculoskeletal condition, congenital malformation, and other physical disabilities and health problems. (IX)","2023-11-29","4236","10"
"EDU","222","112678EDU","4172.11.Describe characteristics of children with multiple severe disabilities. (X)","2023-11-29","4236","11"
"EDU","222","112678EDU","4172.12.Describe qualities and characteristics of gifted learners. (XI)","2023-11-29","4236","12"
"EDU","222","112678EDU","4172.13.Explain the State Board of Education Professional Teaching Standards that relate to the exceptional learner. (XII)","2023-11-29","4236","13"
"EDU","230","112681EDU","4222.1.Explain how changing demographics influence public schools and/or institutions of higher learning. (I)","2023-11-29","4236","1"
"EDU","230","112681EDU","4222.2.Define the concepts of culture and multicultural education. (I, II)","2023-11-29","4236","2"
"EDU","230","112681EDU","4222.3.Identify cultural influences on modes of communication, perception, learning preferences, and world view. (II, V)","2023-11-29","4236","3"
"EDU","230","112681EDU","4222.4.Compare concepts of individual and institutional racism, prejudice, ethnocentrism, stereotypes and sociotypes, equity and equality. (III)","2023-11-29","4236","4"
"EDU","230","112681EDU","4222.5.Describe how the concepts of equity and equal educational opportunity have evolved into educational policy. (IV)","2023-11-29","4236","5"
"EDU","230","112681EDU","4222.6.Identify legal precedents for educational equity and equal educational opportunities. (IV)","2023-11-29","4236","6"
"EDU","230","112681EDU","4222.7.Describe how culturally responsive teaching promotes student learning. (V)","2023-11-29","4236","7"
"EDU","230","112681EDU","4222.8.Identify, read, and describe multicultural literature that increases cultural awareness and sensitivity. (VI)","2023-11-29","4236","8"
"EDU","250","112691EDU","4076.1.Explain the historical, social, and educational issues that contributed to the development and growth of the community college in America and specifically Arizona. (I)","2023-11-29","4236","1"
"EDU","250","112691EDU","4076.2.Describe the Maricopa County Community College District system. (II)","2023-11-29","4236","2"
"EDU","250","112691EDU","4076.3.Describe the characteristics of community college students, including special populations and changing demographics as they relate to the need to create and maintain environments that demonstrate equity and mutual respect for diversity. (II ,III, IV)","2023-11-29","4236","3"
"EDU","250","112691EDU","4076.4.Demonstrate the principles and practices of effective teaching and learning. (IV)","2023-11-29","4236","4"
"EDU","250","112691EDU","4076.5.Explain the elements of course planning and design. (IV)","2023-11-29","4236","5"
"EDU","250","112691EDU","4076.6.Describe the elements and practices of learning-centered assessment, including The Higher Learning Commission-North Central Association (HLC-NCA) criteria. (II, V)","2023-11-29","4236","6"
"ECH","270","112695ECH","4236.1.Explain the importance of confidentiality and descriptive observation of young children in an early child care setting.  (I)","2023-11-29","4236","1"
"ECH","270","112695ECH","4236.2.Explain a variety of strategies used to observe children.  (II)","2023-11-29","4236","2"
"ECH","270","112695ECH","4236.3.Apply a variety of strategies to observe children.  (I, II)","2023-11-29","4236","3"
"ECH","270","112695ECH","4236.4.Analyze factors involved in the authentic assessment of the young child.  (III)","2023-11-29","4236","4"
"ECH","270","112695ECH","4236.5.Describe the use of observational records in working with young children in varied settings.  (IV)","2023-11-29","4236","5"
"ECH","270","112695ECH","4236.6.Explain the legal and ethical implications of sharing observational information.  (IV)","2023-11-29","4236","6"
"CFS","271","112696CFS","4236.1.Identify and describe how behavior may be affected by the various environments where children spend time. (I,II)","2023-11-29","4236","1"
"CFS","271","112696CFS","4236.2.Explain Maria Montessori's perspective regarding how the arrangement of environments can assist development.(II)","2023-11-29","4236","2"
"CFS","271","112696CFS","4236.3.Practice analysis of both indoor and outdoor spaces to demonstrate awareness of scale, safety, content, time, traffic and size characteristics of the environment. (III-V)","2023-11-29","4236","3"
"CFS","271","112696CFS","4236.4.Design an indoor environment to meet the daily developmental needs of young children.(IV)","2023-11-29","4236","4"
"CFS","271","112696CFS","4236.5.Identify and explain elements in both indoor and outdoor environments that may have an impact on safety of young children. (III-V)","2023-11-29","4236","5"
"ECH","271","112696ECH","4236.1.Identify and describe how behavior may be affected by the various environments where children spend time. (I,II)","2023-11-29","4236","1"
"ECH","271","112696ECH","4236.2.Explain Maria Montessori's perspective regarding how the arrangement of environments can assist development.(II)","2023-11-29","4236","2"
"ECH","271","112696ECH","4236.3.Practice analysis of both indoor and outdoor spaces to demonstrate awareness of scale, safety, content, time, traffic and size characteristics of the environment. (III-V)","2023-11-29","4236","3"
"ECH","271","112696ECH","4236.4.Design an indoor environment to meet the daily developmental needs of young children.(IV)","2023-11-29","4236","4"
"ECH","271","112696ECH","4236.5.Identify and explain elements in both indoor and outdoor environments that may have an impact on safety of young children. (III-V)","2023-11-29","4236","5"
"ECH","272","112697ECH","4236.1.Describe current attitudes toward science and its place in modern American life. (I)","2023-11-29","4236","1"
"ECH","272","112697ECH","4236.2.Identify individual differences and family values that may influence beginning scientific thinking in young children. (I)","2023-11-29","4236","2"
"ECH","272","112697ECH","4236.3.Indicate the importance of scientific thinking to the future of the modern American child. (I)","2023-11-29","4236","3"
"ECH","272","112697ECH","4236.4.Describe how scientific thinking begins in young children according to the theory of Jean Piaget. (II)","2023-11-29","4236","4"
"ECH","272","112697ECH","4236.5.Identify and describe a variety of areas for curriculum development to encourage scientific thinking in young children.(III)","2023-11-29","4236","5"
"ECH","272","112697ECH","4236.6.Use Piaget's theory to prepare, supervise and evaluate an activity designed to encourage scientific thinking in young children.(III)","2023-11-29","4236","6"
"CFS","273","112698CFS","4236.1.Identify attitudinal factors which influence numeracy in contemporary American society. (I)","2023-11-29","4236","1"
"CFS","273","112698CFS","4236.2.Explain how individual differences and family values influence the development of mathematical/logical thought in young children. (I)","2023-11-29","4236","2"
"CFS","273","112698CFS","4236.3.Explain the importance of mathematical/logical thought to the future of the individual child. (I)","2023-11-29","4236","3"
"CFS","273","112698CFS","4236.4.Describe Piaget's ideas pertaining to mathematical/logical thought and how it is acquired. (II)","2023-11-29","4236","4"
"CFS","273","112698CFS","4236.5.Identify the characteristics of the preoperational child and describe the relationship of language to mathematical thought and autonomy and heteronomy. (II)","2023-11-29","4236","5"
"CFS","273","112698CFS","4236.6.Identify commercial and homemade manipulative materials and explain the mathematical concepts which might be learned by working with them. (III)","2023-11-29","4236","6"
"CFS","273","112698CFS","4236.7.Explain the mathematical learning opportunities inherent in a variety of daily routines. (III)","2023-11-29","4236","7"
"ECH","273","112698ECH","4236.1.Identify attitudinal factors which influence numeracy in contemporary American society. (I)","2023-11-29","4236","1"
"ECH","273","112698ECH","4236.2.Explain how individual differences and family values influence the development of mathematical/logical thought in young children. (I)","2023-11-29","4236","2"
"ECH","273","112698ECH","4236.3.Explain the importance of mathematical/logical thought to the future of the individual child. (I)","2023-11-29","4236","3"
"ECH","273","112698ECH","4236.4.Describe Piaget's ideas pertaining to mathematical/logical thought and how it is acquired. (II)","2023-11-29","4236","4"
"ECH","273","112698ECH","4236.5.Identify the characteristics of the preoperational child and describe the relationship of language to mathematical thought and autonomy and heteronomy. (II)","2023-11-29","4236","5"
"ECH","273","112698ECH","4236.6.Identify commercial and homemade manipulative materials and explain the mathematical concepts which might be learned by working with them. (III)","2023-11-29","4236","6"
"ECH","273","112698ECH","4236.7.Explain the mathematical learning opportunities inherent in a variety of daily routines. (III)","2023-11-29","4236","7"
"ECH","274","112699ECH","4236.1.Describe the importance of talking to the young child from the earliest days. (I)","2023-11-29","4236","1"
"ECH","274","112699ECH","4236.2.Describe criteria for selection of books for use with the infant, toddler, and preschooler. (II)","2023-11-29","4236","2"
"ECH","274","112699ECH","4236.3.Describe effective techniques for sharing verse, stories and books with the young child. (III)","2023-11-29","4236","3"
"ECH","274","112699ECH","4236.4.Construct and field test books for the infant, toddler and preschooler. (IV)","2023-11-29","4236","4"
"ECH","279","112701ECH","4236.1.Compare and contrast current approaches to curriculum in early childhood settings. (I)","2023-11-29","4236","1"
"ECH","279","112701ECH","4236.2.Select a focus for a curriculum unit based on an assessment of a setting. (II)","2023-11-29","4236","2"
"ECH","279","112701ECH","4236.3.Collect and create a variety of ideas, materials and activities appropriate to the focus of the unit. (II)","2023-11-29","4236","3"
"ECH","279","112701ECH","4236.4.Organize and sequence curriculum resources for use. (II)","2023-11-29","4236","4"
"ECH","279","112701ECH","4236.5.Field test the curriculum unit with young children. (II)","2023-11-29","4236","5"
"ECH","279","112701ECH","4236.6.Evaluate child responses to the field test and redesign elements of the curriculum as necessary. (III)","2023-11-29","4236","6"
"ECH","280","112702ECH","4236.1.Describe the basic nutritional needs of young children and outline food plans to meet the nutritional needs of young children. (I)","2023-11-29","4236","1"
"ECH","280","112702ECH","4236.2.Identify and describe cultural foods and customs which reflect the social and ethnic backgrounds of a designated child population. (II)","2023-11-29","4236","2"
"ECH","280","112702ECH","4236.3.Identify the potential learning aspects of a given food preparation activity and plan appropriate follow-up activities. (III)","2023-11-29","4236","3"
"ECH","280","112702ECH","4236.4.Develop age-appropriate routines for serving meals and snacks for a designated child population. (IV)","2023-11-29","4236","4"
"ECH","280","112702ECH","4236.5.Implement a food experience in the classroom which includes health and safety precautions, equipment selection, children's developmental needs and the use of other adults. (IV)","2023-11-29","4236","5"
"ECH","281","112703ECH","4236.1.Explain the system of OptimaLearning and its value in teaching music and movement to young children.  (I)","2023-11-29","4236","1"
"ECH","281","112703ECH","4236.2.Explain why the contrast and complementation of excitement and inhibition are important for an optimal learning environment.  (II)","2023-11-29","4236","2"
"ECH","281","112703ECH","4236.3.Explain the importance of moving to the beat of a rhyme or song.  (III)","2023-11-29","4236","3"
"ECH","281","112703ECH","4236.4.Describe the levels of movement coordination.  (IV)","2023-11-29","4236","4"
"ECH","281","112703ECH","4236.5.Describe the stages of attending skills used when following movement directions.  (V)","2023-11-29","4236","5"
"ECH","281","112703ECH","4236.6.Describe ways to integrate language and movement.  (VI)","2023-11-29","4236","6"
"ECH","281","112703ECH","4236.7.Use nursery rhymes and songs to teach music and movement to young children.  (VII)","2023-11-29","4236","7"
"ECH","281","112703ECH","4236.8.Describe applications of the use of beat and language to other academic areas.  (VIII) ","2023-11-29","4236","8"
"ECH","282","112704ECH","4236.1.Assess personal needs and desires for structure and order in daily life and examine style of relating to others.(I)","2023-11-29","4236","1"
"ECH","282","112704ECH","4236.2.Identify and describe program goals and restraints.(I)","2023-11-29","4236","2"
"ECH","282","112704ECH","4236.3.Identify and describe how developmental characteristics of young children may contribute to behavior problems in group settings.(II)","2023-11-29","4236","3"
"ECH","282","112704ECH","4236.4.Identify and explain factors which affect behavior in group settings and describe the degree to which adults may control each factor. (III)","2023-11-29","4236","4"
"ECH","282","112704ECH","4236.5.Distinguish between long term and short term solutions to behavior problems typical in group settings.(III)","2023-11-29","4236","5"
"ECH","282","112704ECH","4236.6.Describe guidance techniques which might be used to prevent or resolve behavior problems in group settings. (III)","2023-11-29","4236","6"
"ECH","282","112704ECH","4236.7.Identify and describe special individual needs that may influence the behavior of children in group. (III)","2023-11-29","4236","7"
"EDU","291","112707EDU","4236.1.Compare and contrast children's and young adult multicultural literature in relation to the values of various world societies. (I)","2023-11-29","4236","1"
"EDU","291","112707EDU","4236.2.Describe the history and development of picture and illustrated books and the criteria for evaluating art and content. (II, IV)","2023-11-29","4236","2"
"EDU","291","112707EDU","4236.3.Choose appropriate books for children at the beginning, intermediate, and advanced levels which reflect the diversity of our world. (III, VII, IX - XI)","2023-11-29","4236","3"
"EDU","291","112707EDU","4236.4.Describe the function of picture books in education, and describe the function of picture books as an introduction to ideas and values with examples from various world cultures. (IV)","2023-11-29","4236","4"
"EDU","291","112707EDU","4236.5.Describe the types of folk tales and their distinctive elements. (V)","2023-11-29","4236","5"
"EDU","291","112707EDU","4236.6.Describe the social and psychological value of reading folk tales. (V)","2023-11-29","4236","6"
"EDU","291","112707EDU","4236.7.Describe the characteristics of fables and their use and values. (VI)","2023-11-29","4236","7"
"EDU","291","112707EDU","4236.8.Apply literary criteria (plot, characterization, settings, style, point of view, theme, tone) to fiction for children. (VII, IX)","2023-11-29","4236","8"
"EDU","291","112707EDU","4236.9.Describe the importance of fantasy, folk tales, and fables in developing imagination and providing insights into the histories and values of diverse world cultures. (V, VI, VII)","2023-11-29","4236","9"
"EDU","291","112707EDU","4236.10.Describe the value of nursery rhymes as an introduction to poetry and as a basis for development of social, psychological, and linguistic values. (VIII)","2023-11-29","4236","10"
"EDU","291","112707EDU","4236.11.Describe the characteristics of nonsense verse. (VIII)","2023-11-29","4236","11"
"EDU","291","112707EDU","4236.12.Apply criteria for evaluation of narrative and lyric poetry for children. (VIII)","2023-11-29","4236","12"
"EDU","291","112707EDU","4236.13.Describe the importance of style and tone in historical writing for children. (IX)","2023-11-29","4236","13"
"EDU","291","112707EDU","4236.14.Apply composition criteria (research, authenticity, and objectivity) for evaluating biography as history. (X)","2023-11-29","4236","14"
"EDU","291","112707EDU","4236.15.Apply literary criteria (characterization, central theme, style, point of view, tone, setting) for evaluating biography as history. (X)","2023-11-29","4236","15"
"EDU","291","112707EDU","4236.16.Describe the benefits for children in listening to stories. (XII)","2023-11-29","4236","16"
"ENH","291","112707ENH","4236.1.Compare and contrast children's and young adult multicultural literature in relation to the values of various world societies. (I)","2023-11-29","4236","1"
"ENH","291","112707ENH","4236.2.Describe the history and development of picture and illustrated books and the criteria for evaluating art and content. (II, IV)","2023-11-29","4236","2"
"ENH","291","112707ENH","4236.3.Choose appropriate books for children at the beginning, intermediate, and advanced levels which reflect the diversity of our world. (III, VII, IX - XI)","2023-11-29","4236","3"
"ENH","291","112707ENH","4236.4.Describe the function of picture books in education, and describe the function of picture books as an introduction to ideas and values with examples from various world cultures. (IV)","2023-11-29","4236","4"
"ENH","291","112707ENH","4236.5.Describe the types of folk tales and their distinctive elements. (V)","2023-11-29","4236","5"
"ENH","291","112707ENH","4236.6.Describe the social and psychological value of reading folk tales. (V)","2023-11-29","4236","6"
"ENH","291","112707ENH","4236.7.Describe the characteristics of fables and their use and values. (VI)","2023-11-29","4236","7"
"ENH","291","112707ENH","4236.8.Apply literary criteria (plot, characterization, settings, style, point of view, theme, tone) to fiction for children. (VII, IX)","2023-11-29","4236","8"
"ENH","291","112707ENH","4236.9.Describe the importance of fantasy, folk tales, and fables in developing imagination and providing insights into the histories and values of diverse world cultures. (V, VI, VII)","2023-11-29","4236","9"
"ENH","291","112707ENH","4236.10.Describe the value of nursery rhymes as an introduction to poetry and as a basis for development of social, psychological, and linguistic values. (VIII)","2023-11-29","4236","10"
"ENH","291","112707ENH","4236.11.Describe the characteristics of nonsense verse. (VIII)","2023-11-29","4236","11"
"ENH","291","112707ENH","4236.12.Apply criteria for evaluation of narrative and lyric poetry for children. (VIII)","2023-11-29","4236","12"
"ENH","291","112707ENH","4236.13.Describe the importance of style and tone in historical writing for children. (IX)","2023-11-29","4236","13"
"ENH","291","112707ENH","4236.14.Apply composition criteria (research, authenticity, and objectivity) for evaluating biography as history. (X)","2023-11-29","4236","14"
"ENH","291","112707ENH","4236.15.Apply literary criteria (characterization, central theme, style, point of view, tone, setting) for evaluating biography as history. (X)","2023-11-29","4236","15"
"ENH","291","112707ENH","4236.16.Describe the benefits for children in listening to stories. (XII)","2023-11-29","4236","16"
"EDU","204","112720EDU","4136.1.Identify structural and aesthetic elements of music in a K-12 classroom setting. (I)","2023-11-29","4236","1"
"EDU","204","112720EDU","4136.2.Identify structural and aesthetic elements of dance in a K-12 classroom setting. (II)","2023-11-29","4236","2"
"EDU","204","112720EDU","4136.3.Identify structural and aesthetic elements of visual arts in a K-12 classroom setting. (III)","2023-11-29","4236","3"
"EDU","204","112720EDU","4136.4.Identify structural and aesthetic elements of theatre in a K- 12 classroom setting. (IV)","2023-11-29","4236","4"
"EDU","204","112720EDU","4136.5.Describe the research supporting the value of the arts as core subjects. (V)","2023-11-29","4236","5"
"EDU","204","112720EDU","4136.6.Evaluate current trends in theory and research for including fine arts in the classroom. (V)","2023-11-29","4236","6"
"EDU","204","112720EDU","4136.7.Analyze the benefits to students when the arts are included in the curriculum. (VI)","2023-11-29","4236","7"
"EDU","204","112720EDU","4136.8.Analyze the benefits to society and the workplace when the arts are included in curriculum. (VI)","2023-11-29","4236","8"
"EDU","204","112720EDU","4136.9.Apply current Arizona State Board of Education Professional Teaching Art Standards through classroom techniques and strategies. (VII)","2023-11-29","4236","9"
"EDU","223AA","112742EDU","4142.1.Identify current Professional Teaching Standards. (I)","2023-11-29","4236","1"
"EDU","223AA","112742EDU","4142.2.Identify and describe the characteristics and prevalence of emotional disabilities. (II)","2023-11-29","4236","2"
"EDU","223AA","112742EDU","4142.3.Describe the major theories associated with emotional disability. (III)","2023-11-29","4236","3"
"EDU","223AA","112742EDU","4142.4.Explain the impact of emotional disabilities on human development and student learning. (IV)","2023-11-29","4236","4"
"EDU","223AA","112742EDU","4142.5.Trace the development of and explain the current societal response to persons with emotional disabilities. (V)","2023-11-29","4236","5"
"EDU","223AA","112742EDU","4142.6.Describe and follow procedures for identifying and assessing students with emotional disabilities. (VI)","2023-11-29","4236","6"
"EDU","223AA","112742EDU","4142.7.Develop and implement Individualized Education Programs (IEPs) for students with emotional disabilities. (VII)","2023-11-29","4236","7"
"EDU","223AA","112742EDU","4142.8.Establish a positive and productive learning environment, based on current research, for students with emotional disabilities. (VIII)","2023-11-29","4236","8"
"EDU","223AA","112742EDU","4142.9.Use strategies to improve students' social, problem-solving, and decision-making skills. (IX)","2023-11-29","4236","9"
"EDU","223AA","112742EDU","4142.10.Employ strategies for improving the independent learning skills of students with emotional disabilities. (X)","2023-11-29","4236","10"
"EDU","223AA","112742EDU","4142.11.Design and evaluate behavior management strategies for individual students with emotional disabilities. (XI)","2023-11-29","4236","11"
"EDU","223AA","112742EDU","4142.12.Design and evaluate adult life role transition strategies for students with emotional disabilities. (XII)","2023-11-29","4236","12"
"EDU","223AA","112742EDU","4142.13.Summarize the need for collaboration with school and district administration, faculty and staff, parents of students with emotional disabilities, community agencies, and professional organizations. (XIII)","2023-11-29","4236","13"
"EDU","223AA","112742EDU","4142.14.Summarize the field experience. (XIV)","2023-11-29","4236","14"
"EDU","223AB","112743EDU","4142.1.Identify current Professional Teaching Standards. (I)","2023-11-29","4236","1"
"EDU","223AB","112743EDU","4142.2.Identify and describe the characteristics and prevalence of learning disabilities. (II)","2023-11-29","4236","2"
"EDU","223AB","112743EDU","4142.3.Differentiate between and describe the major theories associated with specific learning disabilities. (III)","2023-11-29","4236","3"
"EDU","223AB","112743EDU","4142.4.Analyze the impact of learning disabilities on human development and student learning. (IV)","2023-11-29","4236","4"
"EDU","223AB","112743EDU","4142.5.Trace the development of and explain the current societal response to persons with learning disabilities. (V)","2023-11-29","4236","5"
"EDU","223AB","112743EDU","4142.6.Describe and follow procedures for identifying and assessing students with learning disabilities. (VI)","2023-11-29","4236","6"
"EDU","223AB","112743EDU","4142.7.Develop and implement Individualized Education Programs (IEPs) for students with learning disabilities. (VII)","2023-11-29","4236","7"
"EDU","223AB","112743EDU","4142.8.Establish a positive and productive learning environment, based on current research, for students with learning disabilities. (VIII)","2023-11-29","4236","8"
"EDU","223AB","112743EDU","4142.9.Use strategies to improve students' social, problem-solving, and decision-making skills. (IX)","2023-11-29","4236","9"
"EDU","223AB","112743EDU","4142.10.Use individualized instructional approaches for improving the independent learning skills of persons with learning disabilities. (X)","2023-11-29","4236","10"
"EDU","223AB","112743EDU","4142.11.Design and evaluate behavior management strategies for individual students with learning disabilities. (XI)","2023-11-29","4236","11"
"EDU","223AB","112743EDU","4142.12.Design and evaluate adult life role transition strategies for students with learning disabilities. (XII)","2023-11-29","4236","12"
"EDU","223AB","112743EDU","4142.13.Summarize the need for collaboration with school and district administration, faculty and staff, parents of students with learning disabilities, community agencies, and professional organizations. (XIII)","2023-11-29","4236","13"
"EDU","223AB","112743EDU","4142.14.Summarize the field experience. (XIV)","2023-11-29","4236","14"
"EDU","223AC","112744EDU","4142.1.Identify current Professional Teaching Standards. (I)","2023-11-29","4236","1"
"EDU","223AC","112744EDU","4142.2.Define intellectual disability and identify and describe the characteristics and developmental significance of persons with an intellectual disability. (II, III)","2023-11-29","4236","2"
"EDU","223AC","112744EDU","4142.3.Describe the major types, causes, and classifications associated with an intellectual disability. (III)","2023-11-29","4236","3"
"EDU","223AC","112744EDU","4142.4.Explain the impact of an intellectual disability on human development and student learning. (IV)","2023-11-29","4236","4"
"EDU","223AC","112744EDU","4142.5.Trace the development of and explain the current societal response to persons with an intellectual disability. (V)","2023-11-29","4236","5"
"EDU","223AC","112744EDU","4142.6.Describe and follow procedures for identifying and assessing students with an intellectual disability. (VI)","2023-11-29","4236","6"
"EDU","223AC","112744EDU","4142.7.Develop and implement Individualized Education Programs (IEPs) for students with an intellectual disability. (VII)","2023-11-29","4236","7"
"EDU","223AC","112744EDU","4142.8.Establish a positive and productive learning environment, based on current research, for students with mild and moderate intellectual disabilities. (VIII)","2023-11-29","4236","8"
"EDU","223AC","112744EDU","4142.9.Use strategies to improve students' social, problem-solving, and decision-making skills. (IX)","2023-11-29","4236","9"
"EDU","223AC","112744EDU","4142.10.Employ strategies for improving the independent learning skills of students with an intellectual disability. (X)","2023-11-29","4236","10"
"EDU","223AC","112744EDU","4142.11.Design and evaluate behavior management strategies for individual students with an intellectual disability. (XI)","2023-11-29","4236","11"
"EDU","223AC","112744EDU","4142.12.Design and evaluate adult life role transition strategies for students with an intellectual disability. (XII)","2023-11-29","4236","12"
"EDU","223AC","112744EDU","4142.13.Summarize the need for collaboration with school personnel, parents of students with an intellectual disability, community agencies, and professional organizations. (XIII)","2023-11-29","4236","13"
"EDU","223AC","112744EDU","4142.14.Summarize the field experience. (XIV)","2023-11-29","4236","14"
"EDU","223AD","112745EDU","4142.1.Identify current Professional Teaching Standards. (I)","2023-11-29","4236","1"
"EDU","223AD","112745EDU","4142.2.Identify and describe the characteristics and prevalence of physical and/or other health impairments. (II)","2023-11-29","4236","2"
"EDU","223AD","112745EDU","4142.3.Describe the major types, causes, and classifications associated with physical and/or other health impairments. (III)","2023-11-29","4236","3"
"EDU","223AD","112745EDU","4142.4.Explain the impact of physical and/or other health impairments on human development and student learning. (III)","2023-11-29","4236","4"
"EDU","223AD","112745EDU","4142.5.Trace the development of and explain the current societal response to persons with physical and/or other health impairments. (IV)","2023-11-29","4236","5"
"EDU","223AD","112745EDU","4142.6.Describe and follow procedures for identifying and assessing students with physical and/or other health impairments. (V)","2023-11-29","4236","6"
"EDU","223AD","112745EDU","4142.7.Develop and implement Individualized Education Programs (IEPs) for students with physical and/or other health impairments. (VI)","2023-11-29","4236","7"
"EDU","223AD","112745EDU","4142.8.Establish a positive and productive learning environment, based on current research, for students with physical and other health impairments. (VII)","2023-11-29","4236","8"
"EDU","223AD","112745EDU","4142.9.Use strategies to improve students' social, problem-solving, and decision-making skills. (VIII)","2023-11-29","4236","9"
"EDU","223AD","112745EDU","4142.10.Employ strategies for improving the independent learning skills of students with physical and/or other health impairments. (IX)","2023-11-29","4236","10"
"EDU","223AD","112745EDU","4142.11.Design and evaluate behavior management strategies for individual students physical and/or other health impairments. (X)","2023-11-29","4236","11"
"EDU","223AD","112745EDU","4142.12.Design and evaluate adult life role transition strategies for students with physical and/or other health impairments. (XI)","2023-11-29","4236","12"
"EDU","223AD","112745EDU","4142.13.Summarize the need for collaboration with school personnel, parents of students with physical and/or other health impairments, community agencies, and professional organizations. (XII)","2023-11-29","4236","13"
"EDU","223AD","112745EDU","4142.14.Summarize the field experience. (XIII)","2023-11-29","4236","14"
"EDU","223AF","112747EDU","4202.1.Summarize the criteria for determining eligibility of services for the exceptional Learner.  (I)","2023-11-29","4236","1"
"EDU","223AF","112747EDU","4202.2.Explain the purpose of assessing students with disabilities.  (II)","2023-11-29","4236","2"
"EDU","223AF","112747EDU","4202.3.Identify and explain laws and issues relating to assessment of students with disabilities.  (III)","2023-11-29","4236","3"
"EDU","223AF","112747EDU","4202.4.Critique and analyze current research findings related to the assessment of students with special needs.  (IV)","2023-11-29","4236","4"
"EDU","223AF","112747EDU","4202.5.Use a basic knowledge of statistical concepts in interpreting information from standardized assessments.  (V)","2023-11-29","4236","5"
"EDU","223AF","112747EDU","4202.6.Cite and evaluate the most widely accepted educational achievement tests for students with disabilities.  (VI)","2023-11-29","4236","6"
"EDU","223AF","112747EDU","4202.7.Identify and analyze standardized diagnostic tests for students with disabilities.  (VII)","2023-11-29","4236","7"
"EDU","223AF","112747EDU","4202.8.Integrate standard informal assessment techniques for students with disabilities into professional practice as an educator.  (VIII)","2023-11-29","4236","8"
"EDU","223AF","112747EDU","4202.9.Cite and evaluate accepted behavior assessment techniques for students with disabilities.  (IX)","2023-11-29","4236","9"
"EDU","223AF","112747EDU","4202.10.Cite and evaluate measures of intelligence and adaptive behavior.  (X)","2023-11-29","4236","10"
"EDU","223AF","112747EDU","4202.11.Identify and analyze techniques for assessing language, visual and auditory perception, and visual-motor integration.  (XI)","2023-11-29","4236","11"
"EDU","223AF","112747EDU","4202.12.Identify the instructional needs of students based on formal and informal assessment data.  (XI)","2023-11-29","4236","12"
"EDU","269","112785EDU","4226.2.Explain how emerging technologies such as mobile learning, immersive experiences, and augmented and virtual reality can enable and support teaching and learning.  (I, II, IV)","2023-11-29","4236","2"
"EDU","269","112785EDU","4226.3.Identify open educational resources that can be used to create and/or enhance instructional materials and evaluate the pros and cons of OER.  (II, IV)","2023-11-29","4236","3"
"EDU","269","112785EDU","4226.4.Employ various educational technologies such as online portfolio tools or school websites to communicate to and with the community.  (II, III, IV)","2023-11-29","4236","4"
"EDU","269","112785EDU","4226.5.Develop digital-age learning experiences and assessments appropriate to developmental levels of specific student audiences.  (III, IV)","2023-11-29","4236","5"
"EDU","269","112785EDU","4226.6.Explain educational uses of technology and design a personal and professional plan for using technology in education based on findings from research and practice.  (III, IV, V)","2023-11-29","4236","6"
"EDU","269","112785EDU","4226.7.Use technology to facilitate and inspire student learning, communication, critical thinking, collaboration and creativity through diverse technology learning environments.  (IV, V, VI)","2023-11-29","4236","7"
"EDU","269","112785EDU","4226.8.Explain how digital citizenship impacts social, ethical, cultural, and societal issues related to technology.  (V, VI)","2023-11-29","4236","8"
"EDU","269","112785EDU","4226.9.Explain local, state and national technology standards including security practices in relation to teachers and students.  (VII)","2023-11-29","4236","9"
"EDU","269","112785EDU","4226.10.Design an integrated technology Multimedia Unit of Study.  (VIII)","2023-11-29","4236","10"
"EDU","270","112786EDU","4136.1.Describe how experiences affect wiring of the brain. (I)","2023-11-29","4236","1"
"EDU","270","112786EDU","4136.2.Assess the importance of early care as it relates to school learning. (I)","2023-11-29","4236","2"
"EDU","270","112786EDU","4136.3.Summarize critical periods of learning. (I)","2023-11-29","4236","3"
"EDU","270","112786EDU","4136.4.Identify characteristics that influence the architecture of the brain. (II)","2023-11-29","4236","4"
"EDU","270","112786EDU","4136.5.Distinguish between innate abilities and those enhanced by enriched environments. (II)","2023-11-29","4236","5"
"EDU","270","112786EDU","4136.6.Identify characteristics that influence school readiness. (III)","2023-11-29","4236","6"
